0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1
0	3	3	4	4	5	5	5	5	5
13	14	16	20	22	19	22	21	22	23
9	8	9	11	10	13	13	14	14	14
11	11	13	12	12	15	13	14	16	16
9	10	10	11	11	10	11	11	11	11
11	12	11	12	12	14	12	14	14	14
26	37	38	43	43	46	47	49	49	50
13	21	23	24	26	26	26	30	29	30
1	1	1	2	2	2	1	2	1	2
6	8	10	10	11	11	11	11	11	11
3	4	6	6	6	7	7	7	7	7
11	12	14	14	16	14	16	16	16	16
6	10	10	11	10	11	11	11	11	11
8	7	11	10	11	9	11	11	11	11
5	4	7	3	6	4	7	6	7	7
7	11	11	11	12	14	13	14	14	14
10	11	11	14	14	14	15	15	15	15
3	2	3	4	5	5	3	5	5	5
23	25	28	29	34	33	34	35	36	36
6	10	11	12	14	15	18	17	17	18
5	7	6	7	5	6	7	7	6	7
3	4	5	4	5	5	5	5	5	5
5	5	8	8	9	10	11	12	11	12
18	24	24	29	27	29	29	31	31	31
10	11	13	13	14	14	14	14	15	15
5	11	13	12	15	13	16	16	16	16
9	15	20	19	22	22	23	23	24	24
18	26	26	29	29	29	29	30	31	31
1	4	5	6	5	5	5	6	7	7
2	3	5	4	7	7	6	7	8	8
20	28	28	28	30	31	31	30	31	32
15	16	20	24	24	24	24	24	25	25
36	38	45	50	51	54	57	57	58	59
5	7	9	11	11	12	12	12	12	12
3	7	5	7	9	10	9	8	9	10
5	10	11	11	12	11	14	15	15	15
3	2	4	5	4	4	5	5	5	5
22	25	34	34	38	36	37	39	39	41
11	14	18	21	21	24	24	25	25	26
0	2	2	3	3	3	3	3	3	3
13	17	19	19	19	19	20	20	20	20
5	11	11	12	11	12	13	14	15	15
17	17	24	25	28	26	27	29	28	30
4	13	15	12	16	14	15	16	16	16
8	7	10	11	9	10	12	13	12	13
1	3	3	3	3	3	4	3	4	4
6	6	8	11	11	10	11	11	11	11
23	25	31	32	33	35	37	37	39	39
9	9	12	15	13	15	13	15	16	16
4	6	6	6	6	6	6	6	6	6
12	19	24	27	26	27	28	29	30	30
33	42	46	49	48	51	50	51	53	53
17	21	23	25	24	25	25	24	25	25
7	7	9	9	10	9	11	11	10	11
5	8	9	9	10	9	10	11	10	11
1	2	1	2	2	1	2	2	2	2
10	13	14	17	15	16	18	18	19	19
3	3	7	6	7	7	6	7	7	7
5	8	10	10	8	10	10	9	10	10
2	5	6	7	5	6	7	5	7	7
1	3	3	2	3	3	2	4	4	4
2	3	5	3	5	4	6	6	6	6
21	26	29	32	34	33	35	36	36	36
5	8	8	9	11	9	10	11	11	11
2	5	4	5	5	5	5	5	6	6
2	3	2	3	3	3	3	3	3	3
7	6	8	9	9	10	10	10	9	10
15	19	23	23	25	26	26	28	28	29
4	3	5	5	5	5	6	6	5	6
3	4	4	5	5	5	5	5	5	5
15	22	24	22	25	27	27	26	28	28
21	24	23	30	28	28	31	32	31	32
5	3	7	5	6	5	8	7	8	8
3	6	8	8	10	8	8	11	11	11
15	22	23	24	20	23	25	25	27	27
19	23	20	22	24	25	24	26	26	26
4	6	7	7	8	9	9	9	9	9
25	32	35	36	37	37	41	38	43	43
0	5	4	5	5	5	4	4	6	6
19	20	25	28	27	28	31	29	31	31
7	7	9	10	9	7	10	10	10	10
2	3	2	4	5	4	5	5	5	5
15	19	23	24	26	27	27	29	29	29
8	9	11	10	14	12	13	13	13	14
8	11	13	15	15	17	17	16	18	18
26	35	39	41	45	43	44	44	46	47
3	3	3	3	3	4	4	4	4	4
19	25	24	26	30	30	30	31	30	31
6	7	8	9	8	8	9	10	10	10
7	9	9	12	11	11	12	12	12	12
19	24	26	27	26	29	29	29	30	31
2	2	6	4	7	8	7	9	10	10
28	36	42	40	41	44	45	46	46	47
5	8	8	11	10	12	12	11	12	12
10	13	13	18	20	19	20	20	21	21
14	19	18	24	23	23	24	24	24	24
6	7	10	11	10	10	10	12	11	12
21	25	25	29	34	35	35	37	36	37
20	27	31	36	34	35	35	35	36	37
8	9	9	10	9	10	10	10	10	10
2	2	2	2	2	3	2	3	3	3
19	23	27	29	29	29	31	30	32	32
24	31	33	32	33	35	34	35	37	37
0	1	1	1	1	1	1	1	1	1
10	15	16	17	19	17	19	19	18	19
12	20	25	26	25	26	28	29	29	29
9	10	9	9	9	12	11	11	12	12
13	17	24	21	24	28	27	25	27	28
4	3	5	5	3	4	6	7	6	7
13	15	19	22	21	23	25	25	23	25
9	13	15	15	18	18	19	19	19	19
24	29	32	33	34	33	35	36	37	38
0	4	4	3	3	3	4	3	4	4
5	5	7	6	7	8	8	8	8	8
0	1	3	2	4	3	4	4	4	4
24	26	31	31	31	33	34	34	35	36
6	9	9	11	9	11	12	12	12	12
5	9	8	14	12	13	16	13	16	16
7	11	9	9	10	10	11	10	11	11
4	6	7	8	8	8	9	9	9	9
13	18	22	22	22	23	26	25	26	26
6	9	10	9	9	10	10	10	10	10
12	16	19	19	20	20	21	21	21	21
3	6	6	7	5	8	8	7	8	8
5	9	10	11	16	15	15	14	16	16
12	12	17	16	19	20	18	21	22	22
11	19	18	19	20	20	20	22	23	23
26	36	37	39	45	45	48	48	48	50
2	4	5	5	6	5	5	6	6	6
10	15	16	17	18	15	18	19	19	19
18	27	27	28	31	30	29	33	33	33
9	11	12	12	15	12	14	13	15	16
8	10	10	11	13	11	13	14	14	14
11	15	18	19	21	21	20	22	22	23
2	3	4	4	4	4	4	3	4	4
16	21	25	24	26	29	29	29	30	30
6	10	11	11	12	12	12	11	13	13
6	9	11	9	11	11	11	11	11	11
17	16	19	19	19	22	22	23	22	24
6	13	22	18	19	22	22	22	21	23
29	33	32	32	35	37	37	38	37	38
30	31	35	38	42	39	40	45	43	45
11	15	16	15	17	17	17	17	17	17
5	9	13	11	12	14	15	15	17	17
2	3	5	3	4	5	3	4	5	5
29	42	41	45	45	44	46	48	48	49
15	21	27	30	30	28	33	31	34	34
19	25	27	31	30	32	31	30	31	33
14	19	19	24	25	25	25	27	27	27
6	7	8	9	9	7	8	9	9	9
4	3	6	6	7	7	6	7	7	7
3	6	7	6	7	8	8	9	9	9
6	11	11	12	11	12	12	12	12	12
14	19	19	21	21	19	21	22	22	22
10	13	11	15	15	16	16	17	17	17
17	19	22	25	28	26	28	27	29	29
3	2	4	3	5	4	4	5	4	5
7	20	20	20	20	21	21	23	23	23
13	16	17	19	18	20	19	20	20	20
5	13	14	16	15	16	16	16	15	16
12	20	18	19	23	23	23	22	23	23
12	18	17	22	20	23	23	23	25	25
2	6	6	7	8	8	9	8	9	10
